bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
	"This is my next crusade after ""you're welcome,"" bare feet on airplanes, and ensuring the executive branch respects the rule of law. https:// twitter.com/LisaWetzelberg e/status/944774575560290304 …"	RadioFreeTom	139	13	2017-12-24 04:41:45	944775072862146560	https://twitter.com/RadioFreeTom/status/944775072862146560			
	If you believe this, you're too stupid to argue with.	RadioFreeTom	7	0	2017-12-24 04:40:46	944774828699078656	https://twitter.com/RadioFreeTom/status/944774828699078656			
	If only someone had warned them https:// twitter.com/MichaelPreston /status/944771511663112192 …	RadioFreeTom	208	45	2017-12-24 04:39:21	944774471390580736	https://twitter.com/RadioFreeTom/status/944774471390580736			
	You are wrong to do so, and in some ways, this makes you worse than Trump. https:// twitter.com/RealSteveJoe/s tatus/944773714817748992 …	RadioFreeTom	53	6	2017-12-24 04:38:57	944774370060394496	https://twitter.com/RadioFreeTom/status/944774370060394496			
	"Steve, was what McConnell did ""actively trying to sabotage"" the Obama presidency? Because I think my opposition to Trump is more principled than McConnell's opposition to Obama, but I don't recall GOP calls for fairness to the new guy, etc."	RadioFreeTom	8	1	2017-12-24 04:38:13	944774185754288128	https://twitter.com/RadioFreeTom/status/944774185754288128			
	summary execution https:// twitter.com/DoppelGregor/s tatus/944764383309152256 …	RadioFreeTom	142	8	2017-12-24 04:37:04	944773896607322115	https://twitter.com/RadioFreeTom/status/944773896607322115			
	Robert Gates Ash Carter Leon Panetta	RadioFreeTom	0	0	2017-12-24 04:36:30	944773751266271232	https://twitter.com/RadioFreeTom/status/944773751266271232			
	WINNING	RadioFreeTom	1	0	2017-12-24 04:35:02	944773383606153216	https://twitter.com/RadioFreeTom/status/944773383606153216			
	Un-virtue signaling.	RadioFreeTom	0	0	2017-12-24 04:34:40	944773291423797248	https://twitter.com/RadioFreeTom/status/944773291423797248			
	It doesn't.	RadioFreeTom	1	0	2017-12-24 01:48:40	944731517443440640	https://twitter.com/RadioFreeTom/status/944731517443440640			
	"This is why I hammer on ""imagine Obama or HRC doing X."" Any of these things done by a Dem would have every single GOPer declaring a crisis of varying degrees. But we're being worn down to accept this as normal. And I refuse to do that."	RadioFreeTom	160	57	2017-12-24 01:41:09	944729624558399488	https://twitter.com/RadioFreeTom/status/944729624558399488			
	But it doesn't change a thing about opposing Trump.	RadioFreeTom	15	0	2017-12-24 01:38:31	944728963418554368	https://twitter.com/RadioFreeTom/status/944728963418554368			
	My kid's cat	RadioFreeTom	1	0	2017-12-24 01:37:09	944728617619214338	https://twitter.com/RadioFreeTom/status/944728617619214338			
	And yet, I can point to things I think he got right (including some decent Cabinet appts). Does that mean we should have judged Obama policy by policy? No. And Trump's ideology isn't an ideology: it's to make everyone think everything is awful so he can be their adulated savior.	RadioFreeTom	4	2	2017-12-24 01:36:22	944728420512096256	https://twitter.com/RadioFreeTom/status/944728420512096256			
	The stability-instability paradox doesn’t apply here.	RadioFreeTom	1	0	2017-12-24 00:11:20	944707022884425728	https://twitter.com/RadioFreeTom/status/944707022884425728			
	This is a really dumb article. https:// twitter.com/victordcha/sta tus/944579387285962752 …	RadioFreeTom	192	31	2017-12-24 00:10:47	944706885202141184	https://twitter.com/RadioFreeTom/status/944706885202141184			
	Thanks	Bamabroker	2	0	2017-12-24 22:31:09	945044199115771904	https://twitter.com/Bamabroker/status/945044199115771904			
	Do futures and currency open today?? Normal times	Bamabroker	6	0	2017-12-24 22:08:57	945038612655165440	https://twitter.com/Bamabroker/status/945038612655165440			
	it should have held 32.. once it broke that.. it looks like death and breakdown ,... SIL	Bamabroker	1	0	2017-12-24 21:16:35	945025430523871232	https://twitter.com/Bamabroker/status/945025430523871232			
	@IvanDaDrago I added some extra NOTES to GLD pic.twitter.com/tJTNB4OFkh	Bamabroker	11	2	2017-12-24 21:14:06	945024808831668224	https://twitter.com/Bamabroker/status/945024808831668224			@IvanDaDrago
	IT IS.. https:// twitter.com/PainCapital/st atus/944984844508971008 …	Bamabroker	32	7	2017-12-24 21:03:55	945022246669647872	https://twitter.com/Bamabroker/status/945022246669647872			
	respect you post.. but again.. I have crushed gold all year.. called the high at 1360 few months back and the low at 1239... was long there.. could I be wrong here now?? sure... but we will see... expecting 1202 in not the distant future...	Bamabroker	4	0	2017-12-24 21:03:24	945022115966840832	https://twitter.com/Bamabroker/status/945022115966840832			
	well actually most all metals and SIL also came out of embedded for 48 hours before the 2016 election crash..	Bamabroker	1	0	2017-12-24 20:52:29	945019367758221313	https://twitter.com/Bamabroker/status/945019367758221313			
	Thats great.. but cut the fee to zero and send dollars... lot quicker and cheaper.. https:// twitter.com/CryptoBully/st atus/944643744036478977 …	Bamabroker	15	0	2017-12-24 20:49:28	945018609021177856	https://twitter.com/Bamabroker/status/945018609021177856			
	while this is possible.. the last 2 times.. since sept we hit 50 da ma and broke over.. QUICKLY reversed and gold longs crushed.. IMHO.. act 3 is next..	Bamabroker	1	0	2017-12-24 20:45:33	945017623456178176	https://twitter.com/Bamabroker/status/945017623456178176			
	Mail your check to 123 blockchainproducesnothing st Everyonehasbeenconned USA 90210	Bamabroker	30	1	2017-12-24 19:22:00	944996597779361794	https://twitter.com/Bamabroker/status/944996597779361794			
	"I am selling each sheet of ""next gen blockchain ledger"" for $25,000 a sheet. Get it now will it last."	Bamabroker	15	0	2017-12-24 19:19:56	944996076393820165	https://twitter.com/Bamabroker/status/944996076393820165			
	This next evolution of blockchain ledger will produce the same level of revenue and growth as the current one does. It's hot hot hot. Get in now before all the paper is gone.	Bamabroker	6	0	2017-12-24 19:19:03	944995856394043392	https://twitter.com/Bamabroker/status/944995856394043392			
	"Meet the future of blockchain. As the ledger system evolves to ""paper"" meaning it's multi dimensional. Digital and also in the real world. This ledger system is the future. pic.twitter.com/aYEQimoJdc"	Bamabroker	21	2	2017-12-24 19:18:00	944995590521479169	https://twitter.com/Bamabroker/status/944995590521479169			
	Ladies and gentlemen I introduce to you the next generation of blockchain. As it evolves. This is the next generation of blockchain the digital ledger system.	Bamabroker	10	0	2017-12-24 19:15:46	944995028421824514	https://twitter.com/Bamabroker/status/944995028421824514			
	With that said. I am pic.twitter.com/Bm0w2UMLZ3	Bamabroker	28	0	2017-12-24 15:42:37	944941386629083142	https://twitter.com/Bamabroker/status/944941386629083142			
	class https:// twitter.com/silkdynastystx /status/944927813555154945 …	Bamabroker	22	2	2017-12-24 15:41:10	944941021439414272	https://twitter.com/Bamabroker/status/944941021439414272			
	GLD WEEK pic.twitter.com/EmQU75PDq7	Bamabroker	41	9	2017-12-24 15:36:54	944939948087574528	https://twitter.com/Bamabroker/status/944939948087574528			
	GLD DAY pic.twitter.com/NmtQURZRQz	Bamabroker	36	8	2017-12-24 15:36:43	944939900842987521	https://twitter.com/Bamabroker/status/944939900842987521			
	GDX WEEK pic.twitter.com/Swn90uO7Jo	Bamabroker	34	8	2017-12-24 15:36:32	944939854768623616	https://twitter.com/Bamabroker/status/944939854768623616			
	GDX DAY pic.twitter.com/6UHNLOpQRa	Bamabroker	28	12	2017-12-24 15:36:22	944939814222262272	https://twitter.com/Bamabroker/status/944939814222262272			
	GDXJ GLD RATIO DAY pic.twitter.com/r33p2AC5SW	Bamabroker	23	5	2017-12-24 15:36:11	944939769792024576	https://twitter.com/Bamabroker/status/944939769792024576			
	SIL WEEK - be careful here.. know your risk longs.. pic.twitter.com/fWWVMc9cBv	Bamabroker	16	4	2017-12-24 15:35:53	944939694567100418	https://twitter.com/Bamabroker/status/944939694567100418			
	SLV WEEK pic.twitter.com/0VoEW9hdxZ	Bamabroker	25	6	2017-12-24 15:35:28	944939589822746624	https://twitter.com/Bamabroker/status/944939589822746624			
	SLV DAY pic.twitter.com/omdjQMu2vS	Bamabroker	29	8	2017-12-24 15:35:18	944939544650149888	https://twitter.com/Bamabroker/status/944939544650149888			
	IWM DAY pic.twitter.com/3F0caKM3NT	Bamabroker	13	3	2017-12-24 15:32:12	944938764610293760	https://twitter.com/Bamabroker/status/944938764610293760			
	IBB DAY pic.twitter.com/YXpFMx14zK	Bamabroker	24	6	2017-12-24 15:32:01	944938717856391168	https://twitter.com/Bamabroker/status/944938717856391168			
	DBC WEEK pic.twitter.com/ptKPHlD6v2	Bamabroker	20	5	2017-12-24 15:31:50	944938672297795585	https://twitter.com/Bamabroker/status/944938672297795585			
	DBC DAY pic.twitter.com/hwS1qRzRpi	Bamabroker	15	2	2017-12-24 15:31:41	944938635459260416	https://twitter.com/Bamabroker/status/944938635459260416			
	DBA DAY - purple box pic.twitter.com/pN7zo0zfmG	Bamabroker	20	5	2017-12-24 15:31:31	944938592979255296	https://twitter.com/Bamabroker/status/944938592979255296			
	COPPER pic.twitter.com/uwpMz8nr0T	Bamabroker	31	8	2017-12-24 15:31:15	944938528378621952	https://twitter.com/Bamabroker/status/944938528378621952			
	XLP DAY - purple box pic.twitter.com/LaQ8l8o72P	Bamabroker	19	5	2017-12-24 15:31:03	944938474624430080	https://twitter.com/Bamabroker/status/944938474624430080			
	XME DAY pic.twitter.com/FPW31QVIis	Bamabroker	30	7	2017-12-24 15:30:49	944938418039148546	https://twitter.com/Bamabroker/status/944938418039148546			
	NAT GAS WEEK pic.twitter.com/Nl7smiR74w	Bamabroker	59	16	2017-12-24 15:29:40	944938126522404864	https://twitter.com/Bamabroker/status/944938126522404864			
	NAT GAS DAY pic.twitter.com/PescSdDUd5	Bamabroker	43	7	2017-12-24 15:29:30	944938086382915584	https://twitter.com/Bamabroker/status/944938086382915584			
	NAT GAS WTIC RATIO DAY pic.twitter.com/5nHQqBlHTu	Bamabroker	24	3	2017-12-24 15:29:14	944938017738850304	https://twitter.com/Bamabroker/status/944938017738850304			
	COAL NATTY CORRELATION WEEKLY pic.twitter.com/KWeAxIt6bc	Bamabroker	18	9	2017-12-24 15:28:55	944937937870950401	https://twitter.com/Bamabroker/status/944937937870950401			
	COAL - notes only.. more coming.. pic.twitter.com/UpwcePg5Ox	Bamabroker	16	4	2017-12-24 15:28:37	944937863128469510	https://twitter.com/Bamabroker/status/944937863128469510			
	GERMAN 10 YEAR RATES BUNDS pic.twitter.com/hzBw95HzTj	Bamabroker	21	5	2017-12-24 15:28:18	944937782555893761	https://twitter.com/Bamabroker/status/944937782555893761			
	AMLP - while TV will want to chase XLE and OIH now.. AFTER The fact… AMLP could be next to catch up pic.twitter.com/ZgUfrEkF0X	Bamabroker	16	2	2017-12-24 15:27:55	944937686300753920	https://twitter.com/Bamabroker/status/944937686300753920			
	WTIC DAY pic.twitter.com/puGPYlcnRg	Bamabroker	19	7	2017-12-24 15:26:40	944937371807731712	https://twitter.com/Bamabroker/status/944937371807731712			
	WTIC WEEK pic.twitter.com/Nj1r3E9z3c	Bamabroker	33	9	2017-12-24 15:26:30	944937332783935489	https://twitter.com/Bamabroker/status/944937332783935489			
	OIH WEEK pic.twitter.com/ORaexyGmtW	Bamabroker	22	7	2017-12-24 15:26:14	944937264051781634	https://twitter.com/Bamabroker/status/944937264051781634			
	OIH DAY pic.twitter.com/IVTeT5QUq2	Bamabroker	25	7	2017-12-24 15:26:05	944937226936385536	https://twitter.com/Bamabroker/status/944937226936385536			
	XLE WEEK pic.twitter.com/NaSbgMTMAQ	Bamabroker	19	4	2017-12-24 15:25:47	944937150109364224	https://twitter.com/Bamabroker/status/944937150109364224			
	XLE DAY - pic.twitter.com/25TrGWyd6q	Bamabroker	19	4	2017-12-24 15:25:34	944937094937567232	https://twitter.com/Bamabroker/status/944937094937567232			
	XOM WTIC RATIO - always important to oil players pic.twitter.com/wYOXoWfMvH	Bamabroker	21	5	2017-12-24 15:25:21	944937043829895169	https://twitter.com/Bamabroker/status/944937043829895169			
	USDCAD DAY pic.twitter.com/n0NqB4I9Nf	Bamabroker	12	3	2017-12-24 15:24:25	944936807325683714	https://twitter.com/Bamabroker/status/944936807325683714			
	XAD WEEK pic.twitter.com/qMz6vc9IFB	Bamabroker	14	3	2017-12-24 15:24:10	944936744599937026	https://twitter.com/Bamabroker/status/944936744599937026			
	XAD DAY pic.twitter.com/5entEc1gvW	Bamabroker	10	2	2017-12-24 15:24:00	944936702098976769	https://twitter.com/Bamabroker/status/944936702098976769			
	EURO WEEK pic.twitter.com/rtd048XF1M	Bamabroker	16	4	2017-12-24 15:23:50	944936659182936064	https://twitter.com/Bamabroker/status/944936659182936064			
	EURO DAY pic.twitter.com/Dcmn8bt1B7	Bamabroker	18	6	2017-12-24 15:23:40	944936616224874496	https://twitter.com/Bamabroker/status/944936616224874496			
	USDJPY WEEK - purple box pic.twitter.com/FCJzaxzYew	Bamabroker	25	4	2017-12-24 15:23:24	944936552467222528	https://twitter.com/Bamabroker/status/944936552467222528			
	USDJPY DAY - purple box pic.twitter.com/9gMItDNEyE	Bamabroker	27	4	2017-12-24 15:23:11	944936495990956033	https://twitter.com/Bamabroker/status/944936495990956033			
	USD WEEK pic.twitter.com/Se0HliJuXX	Bamabroker	21	6	2017-12-24 15:22:55	944936428974366720	https://twitter.com/Bamabroker/status/944936428974366720			
