	That doesn't let you collaboratively edit in real time.	VitalikButerin	10	3	1519099654	965800067490660352	https://twitter.com/VitalikButerin/status/965800067490660352			
	Fake news is not the real problem https:// refind.com/l/638712401e via @TechCrunch @John_Jeckmans	thomaspower	0	0	1519116373	965870193477144576	https://twitter.com/thomaspower/status/965870193477144576			@TechCrunch @John_Jeckmans
	Facebook and Trump are telling the same misleading story about Russian propaganda https:// refind.com/l/8d0c4d5713 via @qz @mathewi	thomaspower	0	0	1519116354	965870110669004805	https://twitter.com/thomaspower/status/965870110669004805			@qz @mathewi
	Why Software is the Ultimate Business Model (and the data to prove it) https:// medium.com/@Savneet/why-s oftware-is-the-ultimate-business-model-and-the-data-to-prove-it-52be439b484a … via @rodrigoprior	thomaspower	2	0	1519116275	965869780795260928	https://twitter.com/thomaspower/status/965869780795260928			@Savneet @rodrigoprior
	Here’s how Google is thinking about surfacing paywalled news organizations in search http://www. niemanlab.org/2018/02/heres- how-google-is-thinking-about-surfacing-paywalled-news-organizations-in-search … via @NiemanLab @sachaqs @Merkstatt	thomaspower	1	1	1519116239	965869630626689024	https://twitter.com/thomaspower/status/965869630626689024			@NiemanLab @sachaqs @Merkstatt
	Why Google Stories will save, not screw, Snapchat Discover https:// refind.com/l/936a375e1c via @TechCrunch @JohannesLenz	thomaspower	1	0	1519116205	965869489618325504	https://twitter.com/thomaspower/status/965869489618325504			@TechCrunch @JohannesLenz
	Molly wants to use your online presence to create an automated knowledge base https:// refind.com/l/842cd50c8b via @TechCrunch @JohannesLenz	thomaspower	0	0	1519116182	965869391052267520	https://twitter.com/thomaspower/status/965869391052267520			@TechCrunch @JohannesLenz
	A former Russian troll speaks: ‘It was like being in Orwell’s world’ https://www. washingtonpost.com/news/worldview s/wp/2018/02/17/a-former-russian-troll-speaks-it-was-like-being-in-orwells-world/ … via @washingtonpost @Zonneschijn	thomaspower	0	0	1519116163	965869313361154049	https://twitter.com/thomaspower/status/965869313361154049			@washingtonpost @Zonneschijn
ethereum 	. @dogecoin Is Helping #ethereum Solve Its Biggest Issue https://www. coindesk.com/dogecoin-helpi ng-ethereum-solve-biggest-issue … via @coindesk	thomaspower	1	0	1519116136	965869197019566080	https://twitter.com/thomaspower/status/965869197019566080		#ethereum	@dogecoin @coindesk
	True ...I've asked many why and they answer saying they don't understand (know how to buy) equities and companies are boring whereas #cryptonetworks are fun incentivised gaming companies with rewards #tokenomics @rosspower @AdrianDGrant https:// twitter.com/zerohedge/stat us/965738609537175552 …	thomaspower	4	2	1519115935	965868355147194369	https://twitter.com/thomaspower/status/965868355147194369		#cryptonetworks #tokenomics	@rosspower @AdrianDGrant
	How did you see this so long ago? What are you reading to spot it?	thomaspower	0	0	1519115713	965867426045931521	https://twitter.com/thomaspower/status/965867426045931521			
	Governance is king among #cryptonetworks @seandotau @gwardmarshall @jonnyfry175 @timbirdlaw @rosspower @CarlARPWeir @PullNews @betashop https:// twitter.com/cburniske/stat us/924331191800619008 …	thomaspower	4	3	1519115560	965866780278259717	https://twitter.com/thomaspower/status/965866780278259717		#cryptonetworks	@seandotau @gwardmarshall @jonnyfry175 @timbirdlaw @rosspower @CarlARPWeir @PullNews @betashop
	Despite 99% likely failure rate 1% of The #CryptoNetworks will make it through ... currently we have circa 1500 pic.twitter.com/zv8ce6U2Ev	thomaspower	1	0	1519115267	965865551347245056	https://twitter.com/thomaspower/status/965865551347245056		#CryptoNetworks	
	#ORS	thomaspower	0	0	1519114552	965862555968253952	https://twitter.com/thomaspower/status/965862555968253952		#ORS	
	Martha please can you connect Penny thank you. Tx pic.twitter.com/t0CKl0T79Y	thomaspower	1	0	1519114518	965862412057530369	https://twitter.com/thomaspower/status/965862412057530369			
	You're right we no longer bother	thomaspower	2	0	1519111766	965850869911703552	https://twitter.com/thomaspower/status/965850869911703552			
	@mattr https:// twitter.com/KVanderhoydonk /status/965849506842423296 …	thomaspower	1	0	1519111739	965850753863704576	https://twitter.com/thomaspower/status/965850753863704576			@mattr
	Basic negotiation https:// twitter.com/bpolitics/stat us/965849520386043904 …	thomaspower	2	1	1519111670	965850466067283968	https://twitter.com/thomaspower/status/965850466067283968			
	@rosspower @JayShettyIW @jpdvglobal	thomaspower	1	0	1519111617	965850246206107649	https://twitter.com/thomaspower/status/965850246206107649			@rosspower @JayShettyIW @jpdvglobal
	@rosspower	thomaspower	1	0	1519111533	965849892156567553	https://twitter.com/thomaspower/status/965849892156567553			@rosspower
	@rosspower @HannahIPower https:// twitter.com/GaltsGirl/stat us/965810278897209344 …	thomaspower	1	0	1519111309	965848952120791040	https://twitter.com/thomaspower/status/965848952120791040			@rosspower @HannahIPower
	Brave	thomaspower	0	0	1519111206	965848520694620160	https://twitter.com/thomaspower/status/965848520694620160			
	Seen this @rosspower	thomaspower	0	0	1519111171	965848373826916352	https://twitter.com/thomaspower/status/965848373826916352			@rosspower
	You seen this @JayShettyIW	thomaspower	0	0	1519110890	965847196296994817	https://twitter.com/thomaspower/status/965847196296994817			@JayShettyIW
	You're too well educated Jon	thomaspower	0	0	1519110838	965846977920499712	https://twitter.com/thomaspower/status/965846977920499712			
	@rosspower	thomaspower	0	0	1519110731	965846528286973954	https://twitter.com/thomaspower/status/965846528286973954			@rosspower
	Beautiful piece of work David ...more please	thomaspower	0	0	1519110657	965846219041001473	https://twitter.com/thomaspower/status/965846219041001473			
	Pattern recognition @JayShettyIW	thomaspower	0	0	1519110620	965846062350110721	https://twitter.com/thomaspower/status/965846062350110721			@JayShettyIW
	Confirmation of your belief @DanielPriestley	thomaspower	0	0	1519110516	965845625572134912	https://twitter.com/thomaspower/status/965845625572134912			@DanielPriestley
	Clever	thomaspower	0	0	1519110464	965845406860050432	https://twitter.com/thomaspower/status/965845406860050432			
	That's good David	thomaspower	0	0	1519110454	965845366712266752	https://twitter.com/thomaspower/status/965845366712266752			
	@rosspower	thomaspower	0	0	1519110319	965844799059320833	https://twitter.com/thomaspower/status/965844799059320833			@rosspower
	The Most Valuable Brand in Each Country in 2018 http://www. visualcapitalist.com/map-most-valua ble-brand-country-2018/ … via @VisualCap @Analyticus	thomaspower	5	1	1519110136	965844030776074241	https://twitter.com/thomaspower/status/965844030776074241			@VisualCap @Analyticus
	How to Increase Your Influence at Work https:// hbr.org/2018/02/how-to -increase-your-influence-at-work … via @HarvardBiz @Nico	thomaspower	2	2	1519110100	965843880389341184	https://twitter.com/thomaspower/status/965843880389341184			@HarvardBiz @Nico
	. @comcast VC Arm Embarks on 'Aggressive' #blockchain Investing Plan http:// snip.ly/q1xuz	thomaspower	0	0	1519110012	965843511949086725	https://twitter.com/thomaspower/status/965843511949086725		#blockchain	@comcast
bitcoin 	Total #Crypto Market Cap Back Over $500 billion #bitcoin $ BTC Pushes $11K https:// refind.com/l/b0ebe01e7c via @Cointelegraph	thomaspower	7	1	1519109987	965843406109868032	https://twitter.com/thomaspower/status/965843406109868032		#Crypto #bitcoin	@Cointelegraph
	. @IBM Wants You to Know All the Ways #blockchain Can Go Wrong https://www. coindesk.com/ibm-wants-know -ways-blockchain-can-go-wrong … via @coindesk	thomaspower	2	0	1519109884	965842976818847746	https://twitter.com/thomaspower/status/965842976818847746		#blockchain	@IBM @coindesk
	The last thing you ever need to read about #blockchain https://www. theguardian.com/commentisfree/ 2018/feb/06/blockchain-explained-by-crypto-expert-f-onthemoon … via @guardian @bauranda @Leerentveld	thomaspower	1	1	1519109829	965842745800749057	https://twitter.com/thomaspower/status/965842745800749057		#blockchain	@guardian @bauranda @Leerentveld
	Why Switzerland is Becoming a “Crypto Nation” with a Flourishing ICO Market: Expert Ta… https:// refind.com/l/2960a1c103 via @Cointelegraph @teedubya	thomaspower	4	0	1519109750	965842414748479488	https://twitter.com/thomaspower/status/965842414748479488			@Cointelegraph @teedubya
	I have been on Twitter for 10 years and 11 months (since 20 Mar 2007). And you? http:// TwiAge.com	thomaspower	5	0	1519088643	965753886303600641	https://twitter.com/thomaspower/status/965753886303600641			
	I'm looking forward to the Genesis London conference. I'm still confused by the lizardman poster, but I believe the discussions should be good. Doubly so if there are any lizardmen present. https:// twitter.com/aliisa_t/statu s/965933008967688192 …	el33th4xor	33	4	1519131780	965934813269118977	https://twitter.com/el33th4xor/status/965934813269118977			
	"Good practices for PCs everywhere. The ""Reviewer B"" phenomenon is all too real, and needs chairs with a firm hand to keep contained. https:// twitter.com/patrickgtrayno r/status/965692043891638272 …"	el33th4xor	7	0	1519128643	965921655741648897	https://twitter.com/el33th4xor/status/965921655741648897			
	She also demonstrates what quality trolling looks like. Finishing switch, putting her arms up in the air, and saying she was disappointed she didn't make it to the finals were great touches.	el33th4xor	13	1	1519128344	965920403825807360	https://twitter.com/el33th4xor/status/965920403825807360			
	Liz Swaney, a valley recruiter, works the system to enter the Olympics for Hungary. Trains only after she gets her bib. Watching a normal person in the half pipe provides perspective for how amazing the Olympians are. https:// twitter.com/RMac18/status/ 965639567767306240 …	el33th4xor	18	1	1519127960	965918792227459072	https://twitter.com/el33th4xor/status/965918792227459072			
	"Most importantly: ""maybe you just got lucky, and don't have any repeatable wisdom to share."""	el33th4xor	16	1	1519125723	965909408944357377	https://twitter.com/el33th4xor/status/965909408944357377			
	Surveillance capitalism and oppressors, working hand in hand since 1945. One builds the infrastructure, the other just usurps it for doing what it knows best. https:// twitter.com/CSFI_DCOE/stat us/965770593999220737 …	el33th4xor	12	7	1519095777	965783806568488960	https://twitter.com/el33th4xor/status/965783806568488960			
	It all hinges on how changes are enacted. If the entire community supports you, great. If you antagonize half the community and they fork off their own coin, not so great. Censorship and other underhanded tactics are dead giveaways that someone wants an uninformed decision.	el33th4xor	1	0	1519083056	965730448658849792	https://twitter.com/el33th4xor/status/965730448658849792			
	Indeed, all change is disruptive, and refusing to change in the presence of changing workloads, ecosystem, hacks, etc can also be similarly disruptive.	el33th4xor	0	0	1519082834	965729517976342535	https://twitter.com/el33th4xor/status/965729517976342535			
	It's not that it'll never make it to the mainstream. The real worry is that, if it does, it'll transform the ecosystem to have access ramps that are exactly like banks, lack of privacy and losses due to hacks.	el33th4xor	1	1	1519081689	965724715565363202	https://twitter.com/el33th4xor/status/965724715565363202			
	No, not at all. I saw a few back-and-forths among Core devs. Hard to find again right now.	el33th4xor	0	0	1519081458	965723746874089472	https://twitter.com/el33th4xor/status/965723746874089472			
	Thank you to @StartEngineLA for sponsoring today's episode of Unchained!	laurashin	13	0	1519155778	966035468205752320	https://twitter.com/laurashin/status/966035468205752320			@StartEngineLA
	Awesome episode of Unchained today with @tayvano_ of @Mycrypto -- she gives tips on how not to lose your #crypto . Be sure to check it out! http:// unchainedpodcast.co/mycryptos-tayl or-monahan-on-why-shes-not-a-fan-of-icos …	laurashin	157	37	1519155425	966033986932768768	https://twitter.com/laurashin/status/966033986932768768		#crypto	@tayvano_ @Mycrypto
	@_jillruth , you're competing with @NeerajKA here https:// twitter.com/_jillruth/stat us/965792799411990528 …	laurashin	37	4	1519099767	965800541753192454	https://twitter.com/laurashin/status/965800541753192454			@_jillruth @NeerajKA
ethereum 	The Petro whitepaper on the government website says that it will be built on the Ethereum blockchain, while the Petro buyers manual says that it will be built on the NEM blockchain. Seems like this project is well organized!	nathanielpopper	101	44	1519157032	966040727040925696	https://twitter.com/nathanielpopper/status/966040727040925696			
ethereum 	it looks as though Ethereum is about to host the world's first national crypto-currency, according to the Petro white paper put out by the Venezuelan government http://www. elpetro.gob.ve/Whitepaper_Pet ro_en.pdf … pic.twitter.com/OdROOXnZ6Y	nathanielpopper	91	45	1519156613	966038971988901888	https://twitter.com/nathanielpopper/status/966038971988901888			
bitcoin 	Banks stopped allowing customers to buy Bitcoin with their credit cards. Could they do the same to stop gun sales? @andrewrsorkin asks https://www. nytimes.com/2018/02/19/bus iness/banks-gun-sales.html …	nathanielpopper	222	93	1519147077	965998972169961473	https://twitter.com/nathanielpopper/status/965998972169961473			@andrewrsorkin
	"oy - ""Mr. Jung’s colleagues said he had been under heavy stress in recent months as South Korea worked to tackle cryptocurrency speculation"" https://www. wsj.com/articles/south -korean-cryptocurrency-regulator-found-dead-at-home-1519093020 …"	nathanielpopper	10	3	1519146923	965998326888914946	https://twitter.com/nathanielpopper/status/965998326888914946			
	The problem discussed here isn't hacking of consumer keys -- it is physical violence aimed at getting you to give up your keys.	nathanielpopper	3	1	1519146306	965995741935165440	https://twitter.com/nathanielpopper/status/965995741935165440			
bitcoin 	As the price of Bitcoin has gone up, so has the number of people willing to kidnap, rob and extort to get Bitcoin https://www. nytimes.com/2018/02/18/tec hnology/virtual-currency-extortion.html …	nathanielpopper	32	9	1519146223	965995393438777345	https://twitter.com/nathanielpopper/status/965995393438777345			
bitcoin 	#Bitcoin rollercoaster heads up again @timesonline http://www. thetimes.co.uk/article/6d68b1 8c-15ba-11e8-9d2e-0477b9927049 …	BitcoinByte	11	7	1519113051	965856258552156160	https://twitter.com/BitcoinByte/status/965856258552156160		#Bitcoin	@timesonline
